KNSXVXIRTX,30,96,43,6,86,80,64,93,92,49,17,52,3,40,14,6,35,52,49,71,14,68,83,64,32,8,96,84,71,79,19,67,38,55,33,0,30,51,65,86,56,77,38,91,97,38,91,85,10,58,24,17,14,66,50,32,64,70,81,88,42,76,93,33,83,100,91,89,33,80,42,64,50,67,91,6,53,97,75,71,12,31,90,44,53,36,77,62,90,59,44,4,62,78,37,32,61,2,41,85,80,30,68,75,29,12,34,56,82,48,35,85,53,8,57,56,79,67,93,60,52,80,53,2,41,11,47,10,89,32,4,23,79,84,99,23,56,99,42,30,47,99,40,36,57,38,23,55,45,79,56,63,36,6,87,3,14,16,89,90,44,45,10,61,39,58,89,21,22,52,18,84,15,92,35,23,67,52,0,73,92,63,85,16,66,43,79,58,44,15,83,76,5,11,90,37,47,28,52,15,78,86,62,54,88,98,81,76,81,20,75,34,80,41,73,96,44,35,4,96,53,91,9,12,58,51,12,59,98,53,6,6,10,91,71,23,49,0,83,62,53,42,29,62,55,69,24,68,78,7,58,40,80,72,13,51,62,43,7,19,75,62,71,58,70,94,60,55,34,48,90,53,72,90,68,14,3,0,29,70,57,89,30,52,37,69,39,42,85,3,35,6,13,55,58,75,72,21,4,14,80,12,73,31,29,46,99,24,86,57,68,85,78,46,57,30,63,93,96,97,15,41,84,59,52,21,58,79,90,70,57,80,5,47,72,35,86,41,91,53,98,92,31,31,10,74,63,13,98,42,36,86,72,32,51,61,13,44,29,79,32,81,77,3,80,36,38,25,19,13,57,81,66,4,80,96,99,21,42,67,58,33,25,45,61,94,85,63,60,79,96,0,66,28,67,18,86,72,27,23,9,42,14,13,72,47,71,39,23,99,39,35,86,69,2,18,77,64,89,69,27,13,50,45,71,21,86,60,49,70,72,14,28,87,46,16,4,7,90,12,61,89,22,19,95,53,10,70,2,76,71,45,87,14,38,76,73,75,33,51,91,19,49,3,90,0,33,12,43,56,22,52,91,27,60,59,5,29,71,5,88,60,67,78,86,55,43,18,100,38,28,69,14,100,91,30,13,71,53,73,25995
HXBHVUBCGU,85,35,0,48,85,87,14,12,25,60,78,27,76,84,96,31,84,72,80,35,27,33,19,17,92,16,57,45,72,81,31,28,31,7,4,88,19,5,41,3,81,52,30,2,82,13,26,10,67,70,88,27,55,24,63,33,75,73,94,65,42,92,99,2,60,83,5,56,52,97,4,82,15,74,71,71,96,4,67,77,45,45,75,75,47,44,66,47,79,61,75,38,77,61,93,25,71,14,27,33,50,16,73,80,24,94,86,43,2,3,87,47,17,54,1,56,91,19,60,24,84,12,81,87,71,50,1,48,77,31,82,72,63,41,86,66,59,24,16,22,47,6,39,49,74,12,1,91,56,90,45,86,45,5,91,85,28,100,94,47,88,54,73,75,90,100,3,25,20,25,87,62,42,52,75,97,84,56,5,61,17,69,10,28,27,70,29,12,78,64,82,41,37,78,57,85,68,77,66,100,94,43,51,12,63,15,31,35,9,82,58,32,94,67,23,33,99,44,85,45,77,74,76,2,46,9,79,11,71,38,70,80,4,93,18,32,14,32,0,78,41,34,64,10,43,9,81,99,77,46,85,95,73,29,45,76,64,100,44,45,16,76,17,98,15,51,12,67,36,55,11,20,0,47,20,79,56,80,100,89,37,50,18,37,24,21,57,61,35,26,41,9,95,53,42,13,67,58,48,99,50,31,65,38,53,87,32,78,29,91,84,42,97,71,77,68,20,23,94,21,26,78,31,10,66,67,16,88,85,88,94,96,37,75,22,31,86,33,23,9,72,81,81,51,80,40,100,74,22,29,42,76,60,10,7,56,8,23,44,42,46,26,69,8,40,72,51,74,0,22,21,22,6,81,87,10,87,46,48,86,97,37,74,61,56,71,42,31,82,4,42,89,84,9,58,30,32,43,25,47,33,78,54,85,80,94,54,96,1,36,89,44,95,30,63,67,60,84,69,35,90,61,89,82,49,83,69,18,97,27,15,21,89,14,32,3,16,40,50,46,99,20,24,51,100,20,67,17,1,11,35,73,13,78,16,58,64,30,74,3,36,33,25,23,88,82,22,76,12,79,47,61,73,74,62,60,75,66,86,79,60,18,89,98,70,28,47,92,51,57,48,22,93,25,98,14,8,3,17,39,25736
NLCPDQLQMY,9,25,96,19,15,17,33,77,45,94,37,32,46,64,13,25,4,74,94,6,45,46,10,39,28,64,83,61,54,81,53,94,27,94,80,1,41,5,64,41,23,50,73,56,10,11,28,18,85,37,25,74,89,55,33,41,63,10,72,47,41,81,84,66,6,67,42,64,26,66,27,40,22,74,58,37,77,31,27,93,5,65,86,13,93,73,62,17,91,47,63,29,95,1,32,25,94,73,96,6,19,55,65,14,81,61,96,91,99,41,29,37,80,17,25,95,3,8,7,63,20,39,22,88,37,86,31,64,61,86,74,56,85,71,32,80,98,19,67,88,85,25,64,56,88,77,21,10,15,51,54,41,78,4,93,70,38,70,26,0,26,83,14,92,23,80,24,12,2,47,76,69,26,79,59,89,92,13,91,88,4,30,50,22,85,53,84,49,77,95,56,46,65,64,95,74,37,38,5,8,73,50,90,23,89,97,3,42,61,43,31,71,12,2,29,16,99,76,48,13,14,96,72,49,43,74,85,70,14,11,50,96,69,62,18,29,65,38,13,36,50,7,67,14,22,91,91,94,48,98,0,97,25,58,3,44,84,74,4,43,8,2,39,39,82,3,85,48,78,5,44,21,21,35,86,22,100,53,12,50,99,19,68,36,75,2,93,76,55,25,82,51,27,56,55,14,79,32,4,89,33,65,58,70,27,65,47,35,40,83,53,100,1,31,26,35,88,96,1,61,90,42,97,67,38,59,44,59,46,23,1,25,24,53,36,42,73,5,67,92,81,57,36,39,35,18,20,75,27,1,11,12,100,9,51,4,30,77,2,76,45,47,70,50,2,19,89,42,57,0,99,86,28,59,46,28,61,83,85,47,30,35,86,9,98,14,5,55,8,54,59,74,61,80,71,91,93,0,100,27,94,31,100,59,14,98,55,27,40,34,95,23,79,89,75,8,64,43,49,0,3,10,17,53,36,58,12,91,79,2,6,28,97,61,91,66,69,51,11,74,50,52,27,89,49,33,51,76,2,7,76,30,36,93,70,91,71,0,7,50,68,20,73,0,48,85,44,72,4,48,23,18,56,45,3,26,8,83,93,17,87,76,5,80,32,61,62,56,43,30,60,88,90,9,100,0,0,2,81,92,24657
BQSWIMSECE,67,20,83,47,2,1,15,31,98,58,83,72,14,25,26,11,53,31,94,64,100,31,11,61,46,100,56,37,56,68,75,64,60,73,6,40,10,98,74,66,61,21,38,36,92,33,56,77,25,23,18,90,22,67,12,35,0,69,1,65,27,52,73,19,100,7,35,86,74,99,67,38,86,60,10,96,20,7,79,15,27,76,51,72,79,82,71,66,19,13,87,46,0,33,60,94,80,37,38,17,89,88,48,84,48,80,24,61,100,50,88,10,23,44,13,11,64,59,82,91,83,18,40,2,4,30,46,84,53,90,11,53,72,87,49,24,64,76,94,28,47,3,78,66,99,24,60,48,69,55,30,17,59,62,32,18,90,64,4,29,83,1,40,14,75,21,37,45,97,99,31,33,5,76,50,13,90,12,21,35,3,69,23,76,86,28,18,5,19,17,76,31,39,70,18,45,29,15,24,99,2,35,58,66,74,85,43,31,47,80,52,5,93,24,12,93,80,75,63,86,45,19,52,81,30,41,94,49,40,34,24,29,31,32,83,54,87,98,22,36,14,72,95,83,81,56,38,67,39,95,32,50,41,94,16,53,84,57,45,31,5,18,8,70,85,4,84,74,32,97,43,84,41,66,33,90,21,18,57,10,10,42,4,34,97,62,9,1,54,20,12,36,47,42,10,82,41,25,97,51,8,84,23,58,61,24,71,46,77,48,70,26,12,59,54,7,22,67,89,61,42,35,75,21,83,32,11,19,14,23,44,74,67,90,78,65,26,86,16,88,32,92,91,89,20,54,35,6,79,79,1,15,55,54,28,52,31,51,4,92,38,26,66,27,20,61,27,75,62,69,56,49,68,66,63,73,36,32,79,75,84,35,13,3,5,46,13,73,65,85,37,67,7,6,31,38,48,32,51,86,0,82,99,8,63,54,37,43,59,61,56,86,5,73,25,98,56,24,79,10,48,43,3,85,27,6,31,32,79,3,0,32,84,85,84,4,32,32,69,90,75,88,1,23,81,38,64,21,75,89,18,12,73,72,32,14,90,6,22,28,88,89,95,38,16,79,4,85,31,83,23,89,83,37,49,40,83,1,6,83,53,8,26,94,1,31,13,44,33,26,58,16,16,41,69,73,12,12,83,61,24187
AWBDFRLPTJ,41,29,31,92,87,53,91,95,45,5,75,50,5,46,52,60,74,93,69,81,21,16,48,39,9,1,96,0,58,62,4,94,11,53,14,77,83,28,32,45,25,3,30,36,23,55,15,53,24,64,83,12,85,38,56,37,32,8,7,5,41,83,88,54,3,79,75,54,14,72,33,99,17,92,0,51,77,96,27,97,27,98,54,89,47,42,77,15,0,27,5,44,53,33,82,12,37,41,7,45,12,82,77,28,61,41,15,55,18,3,7,79,59,62,18,78,29,7,11,65,8,21,23,94,38,75,90,7,36,89,15,92,1,1,42,47,47,88,67,6,61,15,3,44,96,40,87,26,31,64,30,22,49,91,78,89,44,69,34,44,69,53,78,6,85,56,44,2,54,95,17,19,95,12,34,14,67,62,64,35,87,51,23,92,34,92,80,19,98,43,87,34,14,52,42,3,13,18,10,32,75,80,55,40,0,13,39,3,71,54,58,22,87,79,57,52,87,82,2,62,56,2,86,96,59,27,49,23,36,64,72,82,59,63,12,81,99,55,27,100,63,66,68,43,82,32,43,49,78,75,26,60,9,19,33,24,6,77,56,74,22,45,87,44,63,54,4,50,87,79,39,56,36,83,33,8,72,51,21,6,23,83,35,77,26,75,13,29,54,91,92,45,47,16,82,46,17,58,11,64,60,19,14,45,17,1,63,17,98,42,40,91,84,50,35,58,38,86,95,2,18,0,72,67,39,14,27,35,40,98,57,61,27,17,7,71,71,1,91,52,36,81,59,42,6,7,70,35,42,80,18,51,36,63,35,53,51,89,12,58,62,18,93,90,93,70,93,7,42,37,38,83,3,72,78,26,50,61,67,63,23,92,78,42,2,35,15,99,40,42,59,55,71,77,7,31,47,0,47,58,47,71,68,3,75,69,100,4,12,43,42,24,65,17,30,25,20,23,13,13,68,83,21,81,84,67,21,18,4,18,23,28,47,32,88,69,27,69,39,46,92,21,32,67,65,59,28,81,49,98,47,87,12,32,17,4,13,16,6,37,49,86,68,48,52,54,34,53,17,36,74,14,7,23,68,45,20,43,72,33,98,73,50,56,99,58,43,100,75,88,30,72,15,25,24,3,100,35,23,43,23688
DVXQEPXCHS,94,60,29,38,59,62,5,13,98,71,75,91,56,62,26,55,79,91,11,40,35,19,87,62,84,1,7,71,89,4,61,56,67,31,48,43,29,85,60,81,93,43,28,92,56,82,0,81,64,54,82,2,37,86,51,41,92,34,73,12,5,19,2,65,9,72,66,65,70,55,38,34,48,64,42,77,26,22,55,60,77,65,84,30,20,73,56,50,50,96,84,98,60,83,7,54,19,67,60,15,64,82,87,92,61,25,65,55,86,37,15,22,24,100,71,25,61,56,36,58,25,73,4,50,98,33,58,75,79,64,53,33,13,1,49,25,80,68,49,26,26,57,49,45,95,76,56,22,6,73,84,68,84,46,37,80,59,8,94,45,1,6,93,96,78,58,52,40,48,38,42,43,58,71,88,88,36,38,96,83,24,95,95,74,33,28,50,23,71,2,66,54,97,58,20,72,55,15,72,82,58,72,10,56,82,15,51,100,78,34,98,25,65,54,96,11,92,82,2,47,57,51,70,24,54,25,15,78,42,76,42,65,68,34,77,82,78,85,28,5,2,60,46,69,52,59,1,61,23,90,89,61,55,88,55,13,48,99,99,62,8,14,58,57,80,29,50,48,16,11,77,31,34,7,37,30,17,14,99,51,31,11,72,97,29,97,18,79,67,47,54,37,96,9,51,66,0,51,63,30,94,86,82,21,73,39,4,88,17,21,93,88,60,62,99,41,15,85,26,29,22,84,57,54,17,98,99,87,46,32,1,50,44,53,35,97,4,0,17,67,31,9,90,87,69,94,97,80,70,33,2,0,96,4,13,84,31,89,39,18,8,56,22,61,42,16,9,31,55,74,5,22,13,85,11,47,65,35,9,7,54,90,11,68,21,8,92,63,62,35,77,20,40,42,45,19,12,64,14,25,31,56,38,4,45,86,92,32,70,66,14,88,80,80,78,35,78,9,79,17,25,44,56,91,24,56,4,26,35,11,96,23,48,42,95,44,29,95,31,95,81,67,4,12,80,25,54,89,53,9,39,60,37,65,67,48,10,45,50,55,79,29,39,11,36,30,39,64,8,90,17,60,25,58,82,46,41,35,96,86,87,6,31,98,39,95,59,4,42,93,59,24,18,91,16,2,91,73,31,5,25387
EDQKPOBIYA,69,73,45,60,35,100,96,71,49,8,31,100,55,66,38,48,5,97,77,40,79,57,41,85,37,12,76,78,8,28,45,9,91,95,42,7,27,11,16,42,36,40,53,38,30,4,82,54,2,17,90,99,60,23,33,42,95,56,0,49,85,21,53,40,100,51,86,68,13,35,69,94,12,12,53,60,23,91,11,35,53,85,53,80,43,37,60,80,21,9,85,22,94,31,19,29,12,36,13,98,62,80,35,98,30,17,100,86,91,55,45,34,89,30,62,25,86,4,49,5,99,31,7,53,16,60,47,70,50,67,30,87,66,46,91,32,8,19,32,47,24,48,41,20,86,31,42,68,30,62,44,71,15,24,63,84,56,77,73,47,53,51,28,59,20,29,91,91,63,43,72,95,81,9,43,58,97,66,48,49,33,98,76,38,36,27,4,99,34,35,33,100,67,15,47,21,97,63,71,61,18,24,79,31,64,31,93,53,27,36,20,46,6,88,28,87,60,3,62,60,97,69,57,80,50,13,18,13,25,37,38,34,60,55,72,100,33,66,71,89,53,81,77,27,96,36,35,35,53,61,73,56,1,88,27,100,40,35,38,28,82,58,85,14,34,93,68,76,50,51,28,40,99,80,50,18,13,62,49,33,50,14,62,11,80,17,27,88,15,18,45,25,37,4,6,86,53,92,1,55,50,32,82,89,6,82,37,46,19,69,40,52,70,72,99,29,49,41,44,43,65,11,3,6,66,35,76,25,22,11,35,95,38,8,57,32,32,14,41,34,39,52,56,7,4,19,15,96,94,29,22,80,3,34,75,57,46,51,32,3,29,26,63,86,87,62,51,84,23,76,67,51,15,99,22,49,79,77,37,22,93,1,21,74,99,2,24,99,14,63,10,12,29,52,84,55,37,2,37,82,69,78,42,83,31,53,23,14,16,8,11,5,28,45,54,81,63,48,78,63,45,57,72,75,64,28,58,74,82,9,12,46,42,26,67,74,9,41,91,46,94,81,14,23,91,18,74,42,12,18,46,67,40,74,11,15,18,6,70,70,86,63,14,14,100,57,72,43,2,44,80,41,44,2,50,6,10,78,31,56,34,85,15,62,33,18,71,89,69,99,38,10,6,0,36,94,17,82,9,13,24208
AUMCXPGBVP,48,37,16,61,98,71,87,24,34,4,83,80,14,46,87,35,59,64,14,22,28,18,52,3,93,31,26,88,93,84,16,9,98,10,71,91,87,28,31,63,19,51,54,76,52,82,63,28,23,71,26,1,20,79,15,19,36,61,84,30,95,80,54,15,34,23,25,18,50,32,80,84,72,64,65,32,47,97,55,49,41,24,42,40,4,33,82,91,7,31,56,94,73,1,61,40,82,88,3,52,15,78,99,43,82,14,80,89,22,99,21,11,75,52,34,26,19,70,30,4,19,60,17,80,2,68,16,88,36,24,91,57,80,36,85,24,23,90,97,58,58,38,93,73,8,3,100,47,46,81,61,51,22,16,32,16,13,100,91,16,63,9,24,4,98,45,17,66,10,53,88,68,50,5,35,41,100,15,51,0,89,72,59,26,91,17,28,72,8,28,42,21,27,59,85,22,87,100,39,1,55,78,58,44,47,15,23,1,92,78,49,2,53,62,12,11,41,87,8,24,9,37,74,30,68,52,14,9,83,88,65,8,29,76,45,26,48,24,35,84,28,57,97,68,45,37,22,46,54,8,50,25,83,46,99,72,98,14,77,38,4,85,45,63,2,65,99,95,49,16,49,4,72,9,14,75,22,79,44,3,90,61,0,38,3,93,100,45,43,40,51,72,50,19,15,42,38,42,43,55,71,85,29,14,28,21,51,74,10,55,37,17,87,82,99,33,33,59,63,90,57,8,64,100,45,82,45,34,9,16,34,92,14,82,81,11,93,73,59,40,31,17,21,20,99,54,15,76,17,63,13,37,71,58,6,36,87,37,64,31,28,63,43,2,35,77,21,64,72,28,73,18,22,32,82,46,86,15,80,14,65,34,56,7,47,13,56,23,43,71,87,61,71,4,91,2,42,28,48,97,57,83,23,11,78,75,43,49,22,94,17,91,7,22,6,83,34,51,49,8,66,30,90,73,8,18,17,9,74,43,52,77,11,23,73,62,37,7,68,24,42,61,85,13,98,89,22,100,81,100,12,16,92,25,67,46,64,12,58,68,55,73,26,17,83,59,3,24,35,87,99,22,43,4,46,13,88,97,72,66,88,44,44,10,27,95,16,79,49,1,52,27,66,45,17,78,77,31,22,66,23985
PBTZHRXMEU,55,6,86,33,14,78,64,34,32,25,26,3,89,59,72,15,84,97,28,73,44,72,89,26,81,25,8,63,96,15,13,26,66,73,7,66,93,96,95,77,64,55,4,52,1,6,10,70,51,75,11,5,52,1,86,73,51,39,26,17,77,44,66,43,27,57,9,37,50,49,44,16,78,51,39,69,7,91,97,83,42,40,65,38,100,28,75,53,8,33,98,48,52,100,64,55,88,40,40,81,95,17,50,64,51,73,13,40,40,81,48,35,17,70,82,39,4,91,61,32,82,55,68,55,55,64,45,53,59,19,2,75,36,56,66,80,52,26,3,11,17,24,32,12,83,89,94,92,67,57,11,15,47,0,83,0,20,51,46,17,45,51,86,40,35,43,41,42,54,36,87,17,51,21,46,93,86,96,62,100,85,99,11,83,78,68,79,1,14,46,52,90,24,66,84,71,85,65,24,13,23,20,25,40,12,40,30,43,82,72,68,9,71,63,45,50,33,3,57,77,96,30,76,72,52,85,39,89,18,47,100,77,17,21,7,64,1,81,89,65,53,91,3,78,44,73,50,22,28,95,34,37,40,68,100,76,78,91,62,4,59,60,76,22,43,52,72,9,64,30,49,81,69,21,65,76,3,3,71,5,54,82,98,53,66,83,55,83,44,11,35,1,30,69,99,30,33,50,35,51,54,39,32,80,49,84,26,0,81,49,43,30,60,9,34,64,9,92,80,90,44,57,20,83,45,31,77,54,18,92,52,28,34,27,6,98,48,62,23,13,55,6,13,22,63,63,17,92,97,20,11,11,61,80,4,58,61,1,49,84,79,49,59,57,28,86,37,27,68,38,61,52,62,80,73,8,26,32,41,81,24,77,56,60,75,25,58,35,68,82,35,56,41,7,69,88,34,96,77,88,76,25,62,1,63,15,92,54,14,36,12,52,28,89,2,31,6,76,60,58,17,69,51,79,96,39,6,51,24,14,13,56,53,1,11,73,40,61,7,67,46,68,29,29,26,14,43,34,47,93,53,60,33,54,59,58,75,91,72,45,86,93,53,55,19,7,66,37,65,36,86,0,4,34,71,9,12,69,27,70,98,82,91,100,32,12,86,29,26,5,81,13,53,42,75,53,56,75,26,99,24957
VSQITBXXVT,58,29,62,69,33,91,33,93,99,93,52,64,66,89,31,74,67,41,22,29,40,42,6,0,64,74,40,58,17,47,91,0,39,30,86,43,37,50,98,98,9,9,71,8,21,33,17,64,44,73,2,79,22,62,3,80,90,84,1,53,80,49,11,55,38,79,67,32,1,49,72,7,17,51,85,12,81,5,80,91,74,39,94,16,10,22,75,47,20,35,10,42,3,89,4,50,18,12,91,47,36,61,3,48,43,40,68,87,57,50,49,67,65,18,81,30,52,65,68,38,24,12,32,27,68,5,88,22,67,24,9,48,80,18,5,76,51,83,62,10,64,67,3,54,66,9,86,14,46,15,84,90,88,26,69,86,35,32,15,68,85,53,4,84,99,86,32,25,53,10,77,39,97,28,2,92,75,88,67,38,69,94,85,12,27,94,72,32,77,88,71,74,58,16,37,46,41,26,68,89,33,50,85,90,24,23,35,85,44,44,37,53,67,37,81,15,0,92,42,56,63,10,40,62,67,80,19,23,24,50,19,15,72,7,78,94,46,65,85,6,50,65,59,98,49,91,10,91,13,76,68,40,71,17,52,64,91,79,63,90,10,60,28,89,65,77,94,95,69,17,32,68,63,18,24,4,20,84,48,74,54,74,67,75,65,77,59,10,94,66,76,90,15,90,83,69,78,1,43,52,64,36,54,72,31,76,55,9,97,42,29,58,25,90,74,63,75,47,35,85,93,90,35,15,75,40,81,11,33,92,30,70,12,2,13,36,31,82,13,83,99,14,45,43,96,45,38,4,88,56,80,72,66,63,83,55,24,54,31,85,81,53,38,29,54,84,97,27,34,74,63,93,7,61,21,54,40,15,1,5,80,88,33,53,73,36,55,46,33,57,73,20,49,69,65,24,76,63,46,61,91,80,86,83,0,84,90,24,47,86,74,82,27,66,9,5,68,31,9,46,79,89,74,78,84,20,49,14,27,8,67,59,88,49,35,57,54,95,11,85,6,34,2,0,52,11,42,21,81,36,68,56,5,41,71,90,69,97,62,15,37,26,59,19,74,55,51,57,45,82,94,39,54,29,100,78,46,61,44,98,33,10,58,36,41,97,47,75,54,98,8,71,20,66,20,83,91,51,74,49,25861
WZOHPPLFPR,28,61,86,67,8,42,90,30,13,13,71,13,52,45,46,24,74,74,61,26,76,24,58,10,46,92,17,33,61,81,63,62,32,30,6,56,42,29,22,30,6,45,73,89,60,37,12,42,18,66,48,49,96,61,76,89,91,55,70,99,52,56,85,32,49,39,37,8,47,16,12,3,59,80,13,77,76,78,96,27,31,69,82,58,12,26,41,46,46,2,34,10,43,66,55,40,97,61,24,10,70,57,50,33,54,15,9,100,77,39,19,23,14,92,26,19,92,98,27,98,31,79,19,65,55,52,97,1,74,33,68,53,89,8,16,14,69,38,42,43,75,39,96,47,92,98,9,29,30,64,26,23,16,48,46,1,12,16,2,55,88,12,43,12,92,67,7,15,18,78,68,89,39,38,61,86,50,5,9,5,1,2,99,14,68,79,73,1,96,57,36,2,73,85,54,95,63,85,17,81,43,89,8,41,66,13,83,84,39,25,16,12,7,43,14,68,16,98,68,91,33,71,35,62,100,58,93,76,84,98,54,47,98,88,58,71,2,51,69,13,28,48,59,97,47,15,11,76,77,36,60,84,72,15,53,40,65,90,87,74,64,59,97,69,28,59,6,20,97,73,57,59,28,23,56,8,16,57,95,4,1,68,46,7,100,81,14,11,79,13,46,14,49,57,35,57,57,84,42,51,100,77,45,48,99,38,63,27,6,58,42,63,5,80,28,42,7,7,28,33,29,82,85,71,48,27,27,97,5,63,24,29,37,30,60,2,30,84,96,7,85,12,72,19,53,68,15,17,22,31,51,68,17,45,56,28,64,18,31,84,45,99,6,91,32,98,58,71,49,48,33,21,39,32,82,18,42,22,88,72,47,78,23,74,88,43,74,84,42,42,66,7,24,66,77,19,90,69,12,18,38,41,91,99,22,43,78,24,33,15,84,50,21,89,26,62,12,57,91,54,63,55,17,5,81,2,14,67,79,61,30,18,72,42,2,85,45,95,52,9,17,16,44,48,36,24,31,97,85,71,52,71,99,32,79,15,7,18,69,38,12,20,80,66,57,92,43,96,79,10,44,52,63,66,45,21,47,49,24,42,13,84,8,88,42,4,98,33,46,55,89,71,68,64,51,68,94,59,13,38,24463
YERVPJXMVA,20,79,12,15,65,52,46,16,2,65,89,88,100,49,70,59,10,99,43,2,37,26,36,99,72,20,44,9,68,28,4,74,94,67,27,73,96,79,38,26,59,7,35,85,6,12,90,22,33,22,17,43,1,21,51,2,22,25,99,8,83,75,48,23,23,76,9,45,90,9,5,96,23,12,67,68,77,6,4,37,54,52,77,47,18,97,35,99,47,24,94,9,49,26,30,63,67,69,19,43,64,3,50,19,2,92,30,97,56,65,7,93,33,64,12,24,12,32,94,26,4,59,31,73,87,87,48,10,3,58,71,67,32,62,21,89,59,35,88,3,2,55,61,11,80,68,4,15,71,62,84,34,17,36,10,28,15,8,99,9,70,10,21,26,96,51,1,100,66,13,12,53,42,66,1,14,43,85,22,85,16,70,87,38,81,22,10,21,65,50,15,3,1,95,25,13,98,59,32,17,90,12,48,99,52,86,83,81,47,50,61,56,85,51,64,82,24,34,70,71,49,89,54,38,26,99,8,27,43,45,36,8,32,0,44,74,35,27,0,34,65,86,64,42,76,82,90,56,27,94,27,47,82,3,72,92,8,85,86,31,0,49,15,73,100,70,74,93,4,9,100,36,34,78,6,61,35,56,14,33,1,26,76,85,5,26,69,31,9,67,100,63,63,74,34,15,83,26,5,68,44,14,19,37,65,36,69,100,83,66,5,50,90,64,20,33,45,3,96,67,20,40,71,62,8,75,64,21,12,51,99,67,18,91,58,87,21,38,100,10,23,9,42,55,25,6,60,23,33,56,25,26,15,28,24,37,77,94,7,97,1,46,90,89,80,34,70,42,98,12,4,71,30,21,10,60,1,56,91,93,14,12,20,71,30,92,55,63,4,54,78,2,50,29,72,85,41,65,39,45,33,19,66,56,66,2,90,24,82,61,4,78,34,95,9,80,74,24,38,18,10,92,19,49,70,75,5,47,36,0,63,45,2,2,94,56,9,100,46,38,18,20,5,73,47,12,41,11,92,6,80,53,52,11,31,73,50,71,53,12,11,67,49,48,57,40,51,7,99,94,83,26,68,59,93,32,77,12,86,97,37,61,11,61,87,24,58,20,87,26,55,36,86,33,33,1,9,62,29,42,23311
YBJTXJYCOT,62,98,37,70,84,30,9,94,51,43,40,45,76,15,67,75,7,79,9,58,37,42,29,50,97,36,89,23,24,17,1,82,59,88,20,36,12,42,96,33,10,59,74,11,8,95,77,27,58,46,44,41,97,14,17,8,7,8,46,87,33,55,63,91,89,99,78,20,13,100,58,57,12,37,11,84,54,57,7,21,76,32,68,0,33,63,81,51,70,60,27,94,97,48,46,8,9,53,77,87,39,26,25,56,77,4,13,12,22,83,28,52,82,74,49,89,40,79,1,87,72,4,9,19,33,1,96,13,29,26,79,50,16,32,60,69,1,59,93,31,11,45,45,57,13,54,43,24,23,40,85,35,78,66,81,55,65,54,73,45,68,70,81,41,80,8,17,7,33,11,34,64,90,53,44,60,13,82,9,21,11,26,81,48,10,67,26,84,100,86,30,92,2,2,24,94,14,31,53,31,70,46,22,9,47,30,27,68,71,88,12,29,86,90,29,61,88,8,4,46,74,21,61,62,4,73,21,42,79,29,99,53,87,78,40,8,96,78,32,42,97,84,85,21,68,66,51,35,40,36,14,41,93,78,31,80,70,22,79,84,91,7,6,66,49,69,80,83,67,91,31,6,29,15,44,86,59,34,89,80,33,14,62,72,45,61,54,15,59,30,17,92,79,60,8,53,70,40,29,60,31,55,69,21,8,1,57,72,77,95,10,23,41,24,40,21,13,28,59,56,24,2,39,43,9,93,44,82,86,13,43,57,68,3,6,4,61,26,65,43,10,100,43,68,34,64,56,48,39,22,79,92,40,27,72,25,96,77,49,46,58,31,8,60,61,48,70,28,65,42,91,58,19,6,39,28,9,81,84,3,94,87,79,20,83,27,96,60,10,28,81,13,2,32,98,50,83,62,51,49,22,60,26,48,40,81,28,24,55,64,60,38,4,18,81,89,29,36,72,15,91,35,92,69,22,10,25,2,65,77,33,81,52,29,9,81,98,2,30,80,100,77,85,58,64,56,26,20,53,8,76,14,1,82,45,67,69,32,31,87,32,30,40,73,19,1,24,15,68,58,76,69,57,70,80,3,37,50,60,12,45,76,6,82,18,46,4,53,97,39,36,29,6,73,68,18,13,44,95,68,24062
